Genome,Order,Family,Genus,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score,VC Orders,VC Families,VC Genera
k141_202131||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202152||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_618/VC_619),,,,,,,,,,
k141_202198||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202203||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202245||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_517/VC_684/VC_687),,,,,,,,,,
k141_202279||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202296||full,Unassigned,Unassigned,Unassigned,preVC_747,Clustered,VC_747_0,7,0.9685,0.74046327,1.2558892082105928,0.7171,1.0,0,0,0
k141_202299||full,Unassigned,Unassigned,Unassigned,preVC_471,Clustered,VC_471_0,10,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_202322||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20255||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_202565||full,Unassigned,Unassigned,Unassigned,preVC_1252,Clustered,VC_1252_0,3,1.0,0.0,1.5773502691896255,0.0,1.0,0,0,0
k141_202582||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202606||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202615||full,Unassigned,Unassigned,Unassigned,preVC_1253,Clustered,VC_1253_0,2,1.0,0.0,3.872983346207417,0.0,1.0,0,0,0
k141_202617||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202677||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202714||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20273||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202768||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202773||full,Unassigned,Unassigned,Unassigned,preVC_522,Clustered,VC_522_0,6,0.8505,0.04765436,1.3631218299791827,0.0405,1.0,0,0,0
k141_20277||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_202787||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202791||full,Unassigned,Unassigned,Unassigned,preVC_738,Clustered,VC_738_0,3,1.0,0.0,1.626105059170283,0.0,1.0,0,0,0
k141_202820||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202886||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_202986||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203003||full,Unassigned,Unassigned,Unassigned,preVC_239,Clustered,VC_239_0,9,0.5262,1.0,6.608660728965251,0.5262,0.9167,0,0,0
k141_203019||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203037||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203072||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203077||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203117||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20312||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203143||full,Unassigned,Unassigned,Unassigned,preVC_100,Clustered,VC_100_0,7,0.4088,1.0,5.366380431670747,0.4088,1.0,0,0,0
k141_203161||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203205||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203216||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_203222||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203241||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203264||full,Unassigned,Unassigned,Unassigned,preVC_372,Clustered,VC_372_0,7,0.2352,0.9391802,1.7195464977624222,0.2209,1.0,0,0,0
k141_203278||full,Unassigned,Unassigned,Unassigned,preVC_1004,Clustered,VC_1004_0,13,0.9534,0.99006774,1.7598101719490684,0.944,1.0,0,0,0
k141_203284||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203297||full,Unassigned,Unassigned,Unassigned,preVC_640,Clustered,VC_640_0,9,0.6222,0.98361753,3.0793924591551476,0.612,1.0,0,0,0
k141_203348||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203365||full,Unassigned,Unassigned,Unassigned,preVC_593,Clustered,VC_593_0,29,0.7584,1.0,1.594949397078208,0.7584,1.0,0,0,0
k141_203372||full,Unassigned,Unassigned,Unassigned,preVC_1255,Clustered,VC_1255_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_203517||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203589||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203601||full,Unassigned,Unassigned,Unassigned,preVC_797,Clustered,VC_797_0,8,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_20360||full,Unassigned,Unassigned,Unassigned,preVC_742,Clustered,VC_742_0,6,0.7362,0.99994592,1.8020909770358045,0.7361,1.0,0,0,0
k141_203614||full,Unassigned,Unassigned,Unassigned,preVC_1250,Clustered,VC_1250_0,2,0.5587,0.33333333,4.69041575982343,0.1862,1.0,0,0,0
k141_203631||full,Unassigned,Unassigned,Unassigned,preVC_1258,Clustered,VC_1258_0,3,1.0,0.0,1.1380711874576983,0.0,1.0,0,0,0
k141_203632||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203650||full,Unassigned,Unassigned,Unassigned,preVC_1259,Clustered,VC_1259_0,3,1.0,0.0,1.1380711874576983,0.0,1.0,0,0,0
k141_20366||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203675||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203688||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203709||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203712||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203736||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203755||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20376||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203802||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203821||full,Unassigned,Unassigned,Unassigned,preVC_1260,Clustered,VC_1260_0,2,1.0,0.0,2.23606797749979,0.0,1.0,0,0,0
k141_203846||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_203933||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204021||full,Unassigned,Unassigned,Unassigned,preVC_550,Clustered,VC_550_0,4,0.7371,0.75967328,1.4267463220525112,0.5599,1.0,0,0,0
k141_204031||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204048||full,Unassigned,Unassigned,Unassigned,preVC_1021,Clustered,VC_1021_0,5,0.9666,0.77980002,2.9467858252382912,0.7538,1.0,0,0,0
k141_204088||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204159||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204160||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204204||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204316||full,Unassigned,Unassigned,Unassigned,preVC_1252,Clustered,VC_1252_0,3,1.0,0.0,1.5773502691896255,0.0,1.0,0,0,0
k141_204330||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204331||full,Unassigned,Unassigned,Unassigned,preVC_977,Clustered,VC_977_0,3,0.4637,0.76068346,0.6666666666666666,0.3527,1.0,0,0,0
k141_204337||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_204351||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204437||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204442||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204489||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204514||full,Unassigned,Unassigned,Unassigned,preVC_516,Clustered,VC_516_0,14,0.3154,1.0,1.9884779098866552,0.3154,1.0,0,0,0
k141_204548||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204558||full,Unassigned,Unassigned,Unassigned,preVC_1262,Clustered,VC_1262_0,3,0.8351,0.8,2.8754597584353783,0.6681,1.0,0,0,0
k141_204597||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204608||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204622||full,Unassigned,Unassigned,Unassigned,preVC_1263,Clustered,VC_1263_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_204632||full,Unassigned,Unassigned,Unassigned,preVC_1264,Clustered,VC_1264_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_204650||full,Unassigned,Unassigned,Unassigned,preVC_1263,Clustered,VC_1263_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_204677||full_1,Unassigned,Unassigned,Unassigned,preVC_642,Clustered,VC_642_0,32,0.6465,1.0,3.3300243578792545,0.6465,1.0,0,0,0
k141_204687||0_partial_1,Unassigned,Unassigned,Unassigned,preVC_642,Clustered,VC_642_0,32,0.6465,1.0,3.3300243578792545,0.6465,1.0,0,0,0
k141_204692||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20471||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204771||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204773||full,Unassigned,Unassigned,Unassigned,preVC_611,Clustered,VC_611_0,10,0.4993,0.99999979,0.8320546900093272,0.4993,1.0,0,0,0
k141_204785||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204818||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204848||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_587/VC_931/VC_1523),,,,,,,,,,
k141_204874||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_204878||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204881||full,Unassigned,Unassigned,Unassigned,preVC_1265,Clustered,VC_1265_0,2,0.2686,0.8663856,5.0,0.2327,1.0,0,0,0
k141_204889||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204891||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_204928||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_204947||full,Unassigned,Unassigned,Unassigned,preVC_1009,Clustered,VC_1009_0,3,0.1978,0.99461491,0.0,0.1968,1.0,0,0,0
k141_204965||full,Unassigned,Unassigned,Unassigned,preVC_1267,Clustered,VC_1267_0,4,1.0,0.0,1.2600796553858444,0.0,1.0,0,0,0
k141_204976||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205011||full_1,Unassigned,Unassigned,Unassigned,preVC_573,Clustered,VC_573_0,15,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_205034||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20512||full,Unassigned,Unassigned,Unassigned,preVC_842,Clustered,VC_842_0,4,0.4512,0.99934619,3.4471392024695056,0.4509,1.0,0,0,0
k141_205144||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205158||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205168||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205218||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205225||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205237||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205262||full,Unassigned,Unassigned,Unassigned,preVC_1268,Clustered,VC_1268_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_205268||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_2052||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205307||full,Unassigned,Unassigned,Unassigned,preVC_1269,Clustered,VC_1269_0,2,0.5971,0.52049988,0.0,0.3108,1.0,0,0,0
k141_205313||full,Unassigned,Unassigned,Unassigned,preVC_910,Clustered,VC_910_0,2,0.0667,0.64434003,1.4142135623730951,0.043,1.0,0,0,0
k141_205331||full,Unassigned,Unassigned,Unassigned,preVC_1269,Clustered,VC_1269_0,2,0.5971,0.52049988,0.0,0.3108,1.0,0,0,0
k141_205361||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205369||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_860/VC_861),,,,,,,,,,
k141_205433||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_205449||0_partial,Unassigned,Unassigned,Unassigned,preVC_988,Clustered,VC_988_0,2,1.0,0.0,3.3166247903554,0.0,1.0,0,0,0
k141_205488||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20549||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205505||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205543||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205553||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205590||full_1,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_205601||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20565||full,Unassigned,Unassigned,Unassigned,preVC_1198,Clustered,VC_1198_0,7,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_205663||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205680||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20576||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205928||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205935||full,Unassigned,Unassigned,Unassigned,preVC_557,Clustered,VC_557_0,19,0.8542,1.0,1.3041716965693355,0.8542,1.0,0,0,0
k141_205961||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_205964||full,Unassigned,Unassigned,Unassigned,preVC_808,Clustered,VC_808_0,4,0.523,0.98818061,4.854918995625035,0.5168,1.0,0,0,0
k141_206022||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206079||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206094||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206120||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206151||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206184||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206200||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206305||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_613/VC_760),,,,,,,,,,
k141_206312||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206333||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20633||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20634||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206366||full,Unassigned,Unassigned,Unassigned,preVC_660,Clustered,VC_660_0,5,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_206377||full,Unassigned,Unassigned,Unassigned,preVC_1271,Clustered,VC_1271_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_206399||full,Unassigned,Unassigned,Unassigned,preVC_603,Clustered,VC_603_0,3,0.3872,0.73809524,1.3820881233139908,0.2858,1.0,0,0,0
k141_206438||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206481||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206531||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206554||full,Unassigned,Unassigned,Unassigned,preVC_1246,Clustered,VC_1246_0,2,0.4686,0.33333333,3.4641016151377544,0.1562,1.0,0,0,0
k141_206557||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_20656||full_1,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206572||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206586||full,Unassigned,Unassigned,Unassigned,preVC_1272,Clustered,VC_1272_0,3,0.8774,0.36264811,2.1498299142610593,0.3182,1.0,0,0,0
k141_206693||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206751||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206772||full,Unassigned,Unassigned,Unassigned,preVC_87,Clustered,VC_87_0,15,0.4811,0.99704738,3.619241752103134,0.4797,1.0,0,0,0
k141_206877||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_206882||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20704||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_207052||full,Unassigned,Unassigned,Unassigned,preVC_139,Clustered,VC_139_0,24,0.3739,1.0,3.137793834318958,0.3739,1.0,0,0,0
k141_207057||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_207091||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20709||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207130||full,Unassigned,Unassigned,Unassigned,preVC_1273,Clustered,VC_1273_0,3,1.0,0.0,1.9893729283562223,0.0,1.0,0,0,0
k141_207134||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207179||full,Unassigned,Unassigned,Unassigned,preVC_743,Clustered,VC_743_0,20,0.7182,1.0,1.253638317364749,0.7182,1.0,0,0,0
k141_207238||full,Unassigned,Unassigned,Unassigned,preVC_1274,Clustered,VC_1274_0,2,1.0,0.0,1.7320508075688772,0.0,1.0,0,0,0
k141_207304||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_207420||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_20746||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207502||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207506||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207525||full,Unassigned,Unassigned,Unassigned,preVC_603,Clustered,VC_603_0,3,0.3872,0.73809524,1.3820881233139908,0.2858,1.0,0,0,0
k141_207538||full,Unassigned,Unassigned,Unassigned,preVC_1184,Clustered,VC_1184_0,4,0.506,0.99518792,0.9023689270621825,0.5036,1.0,0,0,0
k141_207608||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207670||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207702||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207703||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207735||full,Unassigned,Unassigned,Unassigned,preVC_1275,Clustered,VC_1275_0,2,1.0,0.0,2.0,0.0,1.0,0,0,0
k141_207742||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207766||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_207796||full,Unassigned,Unassigned,Unassigned,preVC_1275,Clustered,VC_1275_0,2,1.0,0.0,2.0,0.0,1.0,0,0,0
k141_207810||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207841||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207848||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207855||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207858||full,Unassigned,Unassigned,Unassigned,preVC_466,Clustered,VC_466_0,8,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_207888||full,Unassigned,Unassigned,Unassigned,,Overlap (VC_1277/VC_1278/VC_1406),,,,,,,,,,
k141_20789||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207903||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_207946||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208120||full,Unassigned,Unassigned,Unassigned,preVC_1155,Clustered,VC_1155_0,6,0.9448,0.75472188,0.3333333333333333,0.7131,1.0,0,0,0
k141_208128||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208130||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208142||full,Unassigned,Unassigned,Unassigned,preVC_1278,Clustered,VC_1278_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_208150||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208155||full,Unassigned,Unassigned,Unassigned,preVC_1279,Clustered,VC_1279_0,4,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_208176||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208198||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208200||full_1,Unassigned,Unassigned,Unassigned,preVC_875,Clustered,VC_875_0,7,0.9444,0.99469168,0.9407919216677001,0.9394,1.0,0,0,0
k141_208225||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208235||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208315||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208355||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208359||full,Unassigned,Unassigned,Unassigned,preVC_1159,Clustered,VC_1159_0,2,1.0,0.0,1.4142135623730951,0.0,1.0,0,0,0
k141_208374||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208406||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208487||full,Unassigned,Unassigned,Unassigned,preVC_452,Clustered,VC_452_0,10,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_208515||full,Unassigned,Unassigned,Unassigned,preVC_1280,Clustered,VC_1280_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_208524||full,Unassigned,Unassigned,Unassigned,preVC_847,Clustered,VC_847_0,2,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_208530||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208654||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_208704||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208706||full,Unassigned,Unassigned,Unassigned,preVC_146,Clustered,VC_146_0,8,0.345,1.0,7.334309579244652,0.345,0.9286,0,0,0
k141_208730||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208742||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208754||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208856||full,Unassigned,Unassigned,Unassigned,preVC_1281,Clustered,VC_1281_0,2,0.4407,0.33333333,1.4142135623730951,0.1469,1.0,0,0,0
k141_208878||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208893||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208901||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208957||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_208979||full,Unassigned,Unassigned,Unassigned,preVC_1029,Clustered,VC_1029_0,5,0.5101,0.99999031,2.699238827228951,0.5101,1.0,0,0,0
k141_208990||full_1,Unassigned,Unassigned,Unassigned,preVC_163,Clustered,VC_163_0,21,0.4217,1.0,5.736948065703373,0.4217,0.9952,0,0,0
k141_209105||full,Unassigned,Unassigned,Unassigned,preVC_953,Clustered,VC_953_0,3,0.6169,0.86135937,3.647158212832171,0.5314,1.0,0,0,0
k141_20910||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_209119||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_209147||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_209205||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_209226||full,Unassigned,Unassigned,Unassigned,preVC_905,Clustered,VC_905_0,3,0.2265,0.96757152,1.1380711874576983,0.2191,1.0,0,0,0
k141_209234||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_209251||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_209363||full,Unassigned,Unassigned,Unassigned,preVC_468,Clustered,VC_468_0,7,0.3154,0.99996073,4.263934061336449,0.3154,1.0,0,0,0
k141_20939||full,Unassigned,Unassigned,Unassigned,,Outlier,,,,,,,,,,
k141_2093||lt2gene,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
k141_209417||full,Unassigned,Unassigned,Unassigned,preVC_1283,Clustered,VC_1283_0,3,1.0,0.0,0.0,0.0,1.0,0,0,0
k141_209515||full,Unassigned,Unassigned,Unassigned,,Singleton,,,,,,,,,,
